graph_index,num_nodes,num_edges,avg_node_degree,node_types_frequency,nodes_types,edge_types_frequency,edges_types,graph_label
63,20,44,2.2,"{'atom_type_0': 13, 'atom_type_1': 2, 'atom_type_2': 5}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 1, '7': 2, '8': 2, '9': 0, '10': 2, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 1, '18': 2, '19': 2}","{'bond_type_0': 24, 'bond_type_1': 14, 'bond_type_2': 6}","{'[0, 1]': 0, '[0, 5]': 0, '[1, 0]': 0, '[1, 2]': 0, '[2, 1]': 0, '[2, 3]': 0, '[2, 12]': 1, '[3, 2]': 0, '[3, 4]': 0, '[3, 9]': 1, '[4, 3]': 0, '[4, 5]': 0, '[5, 0]': 0, '[5, 4]': 0, '[5, 6]': 1, '[6, 5]': 1, '[6, 7]': 2, '[6, 8]': 1, '[7, 6]': 2, '[8, 6]': 1, '[9, 3]': 1, '[9, 10]': 2, '[9, 11]': 1, '[10, 9]': 2, '[11, 9]': 1, '[11, 12]': 0, '[11, 16]': 0, '[12, 2]': 1, '[12, 11]': 0, '[12, 13]': 0, '[13, 12]': 0, '[13, 14]': 0, '[14, 13]': 0, '[14, 15]': 0, '[15, 14]': 0, '[15, 16]': 0, '[15, 17]': 1, '[16, 11]': 0, '[16, 15]': 0, '[17, 15]': 1, '[17, 18]': 2, '[17, 19]': 1, '[18, 17]': 2, '[19, 17]': 1}",1
64,16,34,2.125,"{'atom_type_0': 10, 'atom_type_1': 2, 'atom_type_2': 4}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 1, '11': 2, '12': 2, '13': 1, '14': 2, '15': 2}","{'bond_type_0': 22, 'bond_type_1': 8, 'bond_type_2': 4}","{'[0, 1]': 0, '[0, 5]': 0, '[1, 0]': 0, '[1, 2]': 0, '[2, 1]': 0, '[2, 3]': 0, '[3, 2]': 0, '[3, 4]': 0, '[3, 9]': 0, '[4, 3]': 0, '[4, 5]': 0, '[4, 6]': 0, '[5, 0]': 0, '[5, 4]': 0, '[6, 4]': 0, '[6, 7]': 0, '[7, 6]': 0, '[7, 8]': 0, '[7, 13]': 1, '[8, 7]': 0, '[8, 9]': 0, '[9, 3]': 0, '[9, 8]': 0, '[9, 10]': 1, '[10, 9]': 1, '[10, 11]': 2, '[10, 12]': 1, '[11, 10]': 2, '[12, 10]': 1, '[13, 7]': 1, '[13, 14]': 2, '[13, 15]': 1, '[14, 13]': 2, '[15, 13]': 1}",0
65,16,34,2.125,"{'atom_type_0': 12, 'atom_type_1': 2, 'atom_type_2': 2}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 1, '7': 2, '8': 2, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 1}","{'bond_type_0': 24, 'bond_type_1': 8, 'bond_type_2': 2}","{'[0, 1]': 0, '[0, 5]': 0, '[1, 0]': 0, '[1, 2]': 0, '[2, 1]': 0, '[2, 3]': 0, '[2, 9]': 1, '[3, 2]': 0, '[3, 4]': 0, '[4, 3]': 0, '[4, 5]': 0, '[4, 6]': 1, '[5, 0]': 0, '[5, 4]': 0, '[6, 4]': 1, '[6, 7]': 2, '[6, 8]': 1, '[7, 6]': 2, '[8, 6]': 1, '[9, 2]': 1, '[9, 10]': 0, '[9, 14]': 0, '[10, 9]': 0, '[10, 11]': 0, '[11, 10]': 0, '[11, 12]': 0, '[12, 11]': 0, '[12, 13]': 0, '[12, 15]': 1, '[13, 12]': 0, '[13, 14]': 0, '[14, 9]': 0, '[14, 13]': 0, '[15, 12]': 1}",0
66,20,46,2.3,"{'atom_type_0': 16, 'atom_type_1': 1, 'atom_type_2': 3}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 2, '17': 1, '18': 2, '19': 2}","{'bond_type_0': 34, 'bond_type_1': 10, 'bond_type_2': 2}","{'[0, 1]': 0, '[0, 5]': 0, '[1, 0]': 0, '[1, 2]': 0, '[2, 1]': 0, '[2, 3]': 0, '[3, 2]': 0, '[3, 4]': 0, '[3, 12]': 1, '[4, 3]': 0, '[4, 5]': 0, '[4, 6]': 1, '[5, 0]': 0, '[5, 4]': 0, '[6, 4]': 1, '[6, 7]': 0, '[6, 11]': 0, '[7, 6]': 0, '[7, 8]': 0, '[8, 7]': 0, '[8, 9]': 0, '[9, 8]': 0, '[9, 10]': 0, '[10, 9]': 0, '[10, 11]': 0, '[10, 15]': 0, '[11, 6]': 0, '[11, 10]': 0, '[11, 12]': 0, '[12, 3]': 1, '[12, 11]': 0, '[12, 13]': 0, '[13, 12]': 0, '[13, 14]': 0, '[13, 17]': 1, '[14, 13]': 0, '[14, 15]': 0, '[14, 16]': 1, '[15, 10]': 0, '[15, 14]': 0, '[16, 14]': 1, '[17, 13]': 1, '[17, 18]': 2, '[17, 19]': 1, '[18, 17]': 2, '[19, 17]': 1}",1
67,23,54,2.347826086956522,"{'atom_type_0': 20, 'atom_type_1': 1, 'atom_type_2': 2}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0, '18': 0, '19': 0, '20': 1, '21': 2, '22': 2}","{'bond_type_0': 48, 'bond_type_1': 4, 'bond_type_2': 2}","{'[0, 1]': 0, '[0, 5]': 0, '[1, 0]': 0, '[1, 2]': 0, '[2, 1]': 0, '[2, 3]': 0, '[3, 2]': 0, '[3, 4]': 0, '[3, 17]': 0, '[4, 3]': 0, '[4, 5]': 0, '[4, 6]': 0, '[5, 0]': 0, '[5, 4]': 0, '[6, 4]': 0, '[6, 7]': 0, '[7, 6]': 0, '[7, 8]': 0, '[7, 16]': 0, '[8, 7]': 0, '[8, 9]': 0, '[9, 8]': 0, '[9, 10]': 0, '[10, 9]': 0, '[10, 11]': 0, '[10, 15]': 0, '[11, 10]': 0, '[11, 12]': 0, '[11, 20]': 1, '[12, 11]': 0, '[12, 13]': 0, '[13, 12]': 0, '[13, 14]': 0, '[14, 13]': 0, '[14, 15]': 0, '[14, 19]': 0, '[15, 10]': 0, '[15, 14]': 0, '[15, 16]': 0, '[16, 7]': 0, '[16, 15]': 0, '[16, 17]': 0, '[17, 3]': 0, '[17, 16]': 0, '[17, 18]': 0, '[18, 17]': 0, '[18, 19]': 0, '[19, 14]': 0, '[19, 18]': 0, '[20, 11]': 1, '[20, 21]': 2, '[20, 22]': 1, '[21, 20]': 2, '[22, 20]': 1}",1
68,19,42,2.210526315789474,"{'atom_type_0': 13, 'atom_type_1': 2, 'atom_type_2': 4}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 1, '7': 2, '8': 2, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 2, '18': 2}","{'bond_type_0': 24, 'bond_type_1': 14, 'bond_type_2': 4}","{'[0, 1]': 0, '[0, 5]': 0, '[1, 0]': 0, '[1, 2]': 0, '[2, 1]': 0, '[2, 3]': 0, '[2, 15]': 1, '[3, 2]': 0, '[3, 4]': 0, '[3, 9]': 1, '[4, 3]': 0, '[4, 5]': 0, '[4, 6]': 1, '[5, 0]': 0, '[5, 4]': 0, '[6, 4]': 1, '[6, 7]': 2, '[6, 8]': 1, '[7, 6]': 2, '[8, 6]': 1, '[9, 3]': 1, '[9, 10]': 0, '[9, 14]': 0, '[10, 9]': 0, '[10, 11]': 0, '[11, 10]': 0, '[11, 12]': 0, '[12, 11]': 0, '[12, 13]': 0, '[12, 16]': 1, '[13, 12]': 0, '[13, 14]': 0, '[14, 9]': 0, '[14, 13]': 0, '[14, 15]': 1, '[15, 2]': 1, '[15, 14]': 1, '[16, 12]': 1, '[16, 17]': 2, '[16, 18]': 1, '[17, 16]': 2, '[18, 16]': 1}",1
69,14,30,2.142857142857143,"{'atom_type_0': 8, 'atom_type_1': 2, 'atom_type_2': 4}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 1, '7': 2, '8': 2, '9': 0, '10': 2, '11': 0, '12': 2, '13': 1}","{'bond_type_0': 12, 'bond_type_1': 12, 'bond_type_2': 6}","{'[0, 1]': 0, '[0, 5]': 0, '[1, 0]': 0, '[1, 2]': 0, '[2, 1]': 0, '[2, 3]': 0, '[2, 13]': 1, '[3, 2]': 0, '[3, 4]': 0, '[3, 9]': 1, '[4, 3]': 0, '[4, 5]': 0, '[5, 0]': 0, '[5, 4]': 0, '[5, 6]': 1, '[6, 5]': 1, '[6, 7]': 2, '[6, 8]': 1, '[7, 6]': 2, '[8, 6]': 1, '[9, 3]': 1, '[9, 10]': 2, '[9, 11]': 1, '[10, 9]': 2, '[11, 9]': 1, '[11, 12]': 2, '[11, 13]': 1, '[12, 11]': 2, '[13, 2]': 1, '[13, 11]': 1}",0
70,26,60,2.3076923076923075,"{'atom_type_0': 20, 'atom_type_1': 2, 'atom_type_2': 4}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0, '18': 0, '19': 0, '20': 1, '21': 2, '22': 2, '23': 1, '24': 2, '25': 2}","{'bond_type_0': 38, 'bond_type_1': 18, 'bond_type_2': 4}","{'[0, 1]': 0, '[0, 9]': 0, '[1, 0]': 0, '[1, 2]': 0, '[2, 1]': 0, '[2, 3]': 0, '[2, 7]': 0, '[3, 2]': 0, '[3, 4]': 0, '[4, 3]': 0, '[4, 5]': 0, '[5, 4]': 0, '[5, 6]': 0, '[5, 23]': 1, '[6, 5]': 0, '[6, 7]': 0, '[6, 15]': 0, '[7, 2]': 0, '[7, 6]': 0, '[7, 8]': 0, '[8, 7]': 0, '[8, 9]': 0, '[8, 13]': 0, '[9, 0]': 0, '[9, 8]': 0, '[9, 10]': 0, '[10, 9]': 0, '[10, 11]': 0, '[11, 10]': 0, '[11, 12]': 0, '[12, 11]': 0, '[12, 13]': 0, '[12, 20]': 1, '[13, 8]': 0, '[13, 12]': 0, '[13, 14]': 0, '[14, 13]': 0, '[14, 15]': 0, '[14, 19]': 1, '[15, 6]': 0, '[15, 14]': 0, '[15, 16]': 1, '[16, 15]': 1, '[16, 17]': 1, '[17, 16]': 1, '[17, 18]': 1, '[18, 17]': 1, '[18, 19]': 1, '[19, 14]': 1, '[19, 18]': 1, '[20, 12]': 1, '[20, 21]': 2, '[20, 22]': 1, '[21, 20]': 2, '[22, 20]': 1, '[23, 5]': 1, '[23, 24]': 2, '[23, 25]': 1, '[24, 23]': 2, '[25, 23]': 1}",1
71,16,36,2.25,"{'atom_type_0': 13, 'atom_type_1': 1, 'atom_type_2': 2}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 1, '14': 2, '15': 2}","{'bond_type_0': 24, 'bond_type_1': 10, 'bond_type_2': 2}","{'[0, 1]': 0, '[0, 5]': 0, '[1, 0]': 0, '[1, 2]': 0, '[2, 1]': 0, '[2, 3]': 0, '[3, 2]': 0, '[3, 4]': 0, '[3, 8]': 1, '[4, 3]': 0, '[4, 5]': 0, '[4, 6]': 1, '[5, 0]': 0, '[5, 4]': 0, '[6, 4]': 1, '[6, 7]': 1, '[7, 6]': 1, '[7, 8]': 0, '[7, 12]': 0, '[8, 3]': 1, '[8, 7]': 0, '[8, 9]': 0, '[9, 8]': 0, '[9, 10]': 0, '[10, 9]': 0, '[10, 11]': 0, '[11, 10]': 0, '[11, 12]': 0, '[11, 13]': 1, '[12, 7]': 0, '[12, 11]': 0, '[13, 11]': 1, '[13, 14]': 2, '[13, 15]': 1, '[14, 13]': 2, '[15, 13]': 1}",1
72,16,34,2.125,"{'atom_type_0': 12, 'atom_type_1': 2, 'atom_type_2': 2}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 1, '13': 1, '14': 2, '15': 2}","{'bond_type_0': 24, 'bond_type_1': 8, 'bond_type_2': 2}","{'[0, 1]': 0, '[0, 5]': 0, '[1, 0]': 0, '[1, 2]': 0, '[2, 1]': 0, '[2, 3]': 0, '[3, 2]': 0, '[3, 4]': 0, '[3, 13]': 1, '[4, 3]': 0, '[4, 5]': 0, '[4, 6]': 1, '[5, 0]': 0, '[5, 4]': 0, '[6, 4]': 1, '[6, 7]': 0, '[6, 11]': 0, '[7, 6]': 0, '[7, 8]': 0, '[8, 7]': 0, '[8, 9]': 0, '[9, 8]': 0, '[9, 10]': 0, '[10, 9]': 0, '[10, 11]': 0, '[10, 12]': 1, '[11, 6]': 0, '[11, 10]': 0, '[12, 10]': 1, '[13, 3]': 1, '[13, 14]': 2, '[13, 15]': 1, '[14, 13]': 2, '[15, 13]': 1}",0
73,23,54,2.347826086956522,"{'atom_type_0': 20, 'atom_type_1': 1, 'atom_type_2': 2}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0, '18': 0, '19': 0, '20': 1, '21': 2, '22': 2}","{'bond_type_0': 44, 'bond_type_1': 8, 'bond_type_2': 2}","{'[0, 1]': 0, '[0, 9]': 0, '[1, 0]': 0, '[1, 2]': 0, '[2, 1]': 0, '[2, 3]': 0, '[2, 7]': 0, '[3, 2]': 0, '[3, 4]': 0, '[4, 3]': 0, '[4, 5]': 0, '[5, 4]': 0, '[5, 6]': 0, '[6, 5]': 0, '[6, 7]': 0, '[6, 11]': 1, '[7, 2]': 0, '[7, 6]': 0, '[7, 8]': 0, '[8, 7]': 0, '[8, 9]': 0, '[8, 10]': 1, '[9, 0]': 0, '[9, 8]': 0, '[10, 8]': 1, '[10, 11]': 0, '[10, 19]': 0, '[11, 6]': 1, '[11, 10]': 0, '[11, 12]': 0, '[12, 11]': 0, '[12, 13]': 0, '[13, 12]': 0, '[13, 14]': 0, '[13, 18]': 0, '[14, 13]': 0, '[14, 15]': 0, '[15, 14]': 0, '[15, 16]': 0, '[15, 20]': 1, '[16, 15]': 0, '[16, 17]': 0, '[17, 16]': 0, '[17, 18]': 0, '[18, 13]': 0, '[18, 17]': 0, '[18, 19]': 0, '[19, 10]': 0, '[19, 18]': 0, '[20, 15]': 1, '[20, 21]': 2, '[20, 22]': 1, '[21, 20]': 2, '[22, 20]': 1}",1
74,18,38,2.111111111111111,"{'atom_type_0': 12, 'atom_type_1': 2, 'atom_type_2': 4}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 1, '13': 2, '14': 2, '15': 1, '16': 2, '17': 2}","{'bond_type_0': 24, 'bond_type_1': 10, 'bond_type_2': 4}","{'[0, 1]': 0, '[0, 5]': 0, '[1, 0]': 0, '[1, 2]': 0, '[2, 1]': 0, '[2, 3]': 0, '[2, 15]': 1, '[3, 2]': 0, '[3, 4]': 0, '[4, 3]': 0, '[4, 5]': 0, '[5, 0]': 0, '[5, 4]': 0, '[5, 6]': 1, '[6, 5]': 1, '[6, 7]': 0, '[6, 11]': 0, '[7, 6]': 0, '[7, 8]': 0, '[8, 7]': 0, '[8, 9]': 0, '[9, 8]': 0, '[9, 10]': 0, '[9, 12]': 1, '[10, 9]': 0, '[10, 11]': 0, '[11, 6]': 0, '[11, 10]': 0, '[12, 9]': 1, '[12, 13]': 2, '[12, 14]': 1, '[13, 12]': 2, '[14, 12]': 1, '[15, 2]': 1, '[15, 16]': 2, '[15, 17]': 1, '[16, 15]': 2, '[17, 15]': 1}",1
75,10,20,2.0,"{'atom_type_0': 6, 'atom_type_1': 1, 'atom_type_2': 2, 'atom_type_3': 0, 'atom_type_4': 0, 'atom_type_5': 1}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 1, '7': 2, '8': 2, '9': 5}","{'bond_type_0': 12, 'bond_type_1': 6, 'bond_type_2': 2}","{'[0, 1]': 0, '[0, 5]': 0, '[1, 0]': 0, '[1, 2]': 0, '[2, 1]': 0, '[2, 3]': 0, '[3, 2]': 0, '[3, 4]': 0, '[3, 9]': 1, '[4, 3]': 0, '[4, 5]': 0, '[4, 6]': 1, '[5, 0]': 0, '[5, 4]': 0, '[6, 4]': 1, '[6, 7]': 2, '[6, 8]': 1, '[7, 6]': 2, '[8, 6]': 1, '[9, 3]': 1}",0
76,16,34,2.125,"{'atom_type_0': 12, 'atom_type_1': 2, 'atom_type_2': 2}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 1, '13': 2, '14': 2, '15': 1}","{'bond_type_0': 24, 'bond_type_1': 8, 'bond_type_2': 2}","{'[0, 1]': 0, '[0, 5]': 0, '[1, 0]': 0, '[1, 2]': 0, '[2, 1]': 0, '[2, 3]': 0, '[3, 2]': 0, '[3, 4]': 0, '[3, 15]': 1, '[4, 3]': 0, '[4, 5]': 0, '[4, 6]': 1, '[5, 0]': 0, '[5, 4]': 0, '[6, 4]': 1, '[6, 7]': 0, '[6, 11]': 0, '[7, 6]': 0, '[7, 8]': 0, '[8, 7]': 0, '[8, 9]': 0, '[9, 8]': 0, '[9, 10]': 0, '[10, 9]': 0, '[10, 11]': 0, '[10, 12]': 1, '[11, 6]': 0, '[11, 10]': 0, '[12, 10]': 1, '[12, 13]': 2, '[12, 14]': 1, '[13, 12]': 2, '[14, 12]': 1, '[15, 3]': 1}",0
77,16,34,2.125,"{'atom_type_0': 13, 'atom_type_1': 1, 'atom_type_2': 2}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 1, '14': 2, '15': 2}","{'bond_type_0': 24, 'bond_type_1': 8, 'bond_type_2': 2}","{'[0, 1]': 1, '[1, 0]': 1, '[1, 2]': 0, '[1, 6]': 0, '[2, 1]': 0, '[2, 3]': 0, '[3, 2]': 0, '[3, 4]': 0, '[4, 3]': 0, '[4, 5]': 0, '[5, 4]': 0, '[5, 6]': 0, '[6, 1]': 0, '[6, 5]': 0, '[6, 7]': 1, '[7, 6]': 1, '[7, 8]': 0, '[7, 12]': 0, '[8, 7]': 0, '[8, 9]': 0, '[9, 8]': 0, '[9, 10]': 0, '[10, 9]': 0, '[10, 11]': 0, '[10, 13]': 1, '[11, 10]': 0, '[11, 12]': 0, '[12, 7]': 0, '[12, 11]': 0, '[13, 10]': 1, '[13, 14]': 2, '[13, 15]': 1, '[14, 13]': 2, '[15, 13]': 1}",0
78,17,38,2.235294117647059,"{'atom_type_0': 12, 'atom_type_1': 1, 'atom_type_2': 4}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 2, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 2, '14': 1, '15': 2, '16': 2}","{'bond_type_0': 24, 'bond_type_1': 12, 'bond_type_2': 2}","{'[0, 1]': 0, '[0, 5]': 0, '[1, 0]': 0, '[1, 2]': 0, '[2, 1]': 0, '[2, 3]': 0, '[3, 2]': 0, '[3, 4]': 0, '[3, 13]': 1, '[4, 3]': 0, '[4, 5]': 0, '[4, 6]': 1, '[5, 0]': 0, '[5, 4]': 0, '[6, 4]': 1, '[6, 7]': 1, '[7, 6]': 1, '[7, 8]': 0, '[7, 12]': 0, '[8, 7]': 0, '[8, 9]': 0, '[9, 8]': 0, '[9, 10]': 0, '[10, 9]': 0, '[10, 11]': 0, '[10, 14]': 1, '[11, 10]': 0, '[11, 12]': 0, '[12, 7]': 0, '[12, 11]': 0, '[12, 13]': 1, '[13, 3]': 1, '[13, 12]': 1, '[14, 10]': 1, '[14, 15]': 2, '[14, 16]': 1, '[15, 14]': 2, '[16, 14]': 1}",1
79,19,44,2.3157894736842106,"{'atom_type_0': 16, 'atom_type_1': 1, 'atom_type_2': 2}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 2, '18': 2}","{'bond_type_0': 34, 'bond_type_1': 8, 'bond_type_2': 2}","{'[0, 1]': 0, '[0, 9]': 0, '[1, 0]': 0, '[1, 2]': 0, '[2, 1]': 0, '[2, 3]': 0, '[2, 7]': 0, '[3, 2]': 0, '[3, 4]': 0, '[4, 3]': 0, '[4, 5]': 0, '[5, 4]': 0, '[5, 6]': 0, '[6, 5]': 0, '[6, 7]': 0, '[6, 11]': 1, '[7, 2]': 0, '[7, 6]': 0, '[7, 8]': 0, '[8, 7]': 0, '[8, 9]': 0, '[8, 10]': 1, '[9, 0]': 0, '[9, 8]': 0, '[10, 8]': 1, '[10, 11]': 0, '[10, 15]': 0, '[11, 6]': 1, '[11, 10]': 0, '[11, 12]': 0, '[12, 11]': 0, '[12, 13]': 0, '[12, 16]': 1, '[13, 12]': 0, '[13, 14]': 0, '[14, 13]': 0, '[14, 15]': 0, '[15, 10]': 0, '[15, 14]': 0, '[16, 12]': 1, '[16, 17]': 2, '[16, 18]': 1, '[17, 16]': 2, '[18, 16]': 1}",1
80,12,24,2.0,"{'atom_type_0': 6, 'atom_type_1': 2, 'atom_type_2': 4}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 1, '7': 2, '8': 2, '9': 1, '10': 2, '11': 2}","{'bond_type_0': 12, 'bond_type_1': 8, 'bond_type_2': 4}","{'[0, 1]': 0, '[0, 5]': 0, '[1, 0]': 0, '[1, 2]': 0, '[2, 1]': 0, '[2, 3]': 0, '[2, 9]': 1, '[3, 2]': 0, '[3, 4]': 0, '[4, 3]': 0, '[4, 5]': 0, '[4, 6]': 1, '[5, 0]': 0, '[5, 4]': 0, '[6, 4]': 1, '[6, 7]': 2, '[6, 8]': 1, '[7, 6]': 2, '[8, 6]': 1, '[9, 2]': 1, '[9, 10]': 2, '[9, 11]': 1, '[10, 9]': 2, '[11, 9]': 1}",1
81,25,56,2.24,"{'atom_type_0': 16, 'atom_type_1': 3, 'atom_type_2': 6}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 2, '18': 2, '19': 1, '20': 2, '21': 2, '22': 1, '23': 2, '24': 2}","{'bond_type_0': 34, 'bond_type_1': 16, 'bond_type_2': 6}","{'[0, 1]': 0, '[0, 5]': 0, '[1, 0]': 0, '[1, 2]': 0, '[2, 1]': 0, '[2, 3]': 0, '[3, 2]': 0, '[3, 4]': 0, '[3, 12]': 1, '[4, 3]': 0, '[4, 5]': 0, '[4, 6]': 1, '[5, 0]': 0, '[5, 4]': 0, '[6, 4]': 1, '[6, 7]': 0, '[6, 11]': 0, '[7, 6]': 0, '[7, 8]': 0, '[8, 7]': 0, '[8, 9]': 0, '[9, 8]': 0, '[9, 10]': 0, '[9, 22]': 1, '[10, 9]': 0, '[10, 11]': 0, '[10, 15]': 0, '[11, 6]': 0, '[11, 10]': 0, '[11, 12]': 0, '[12, 3]': 1, '[12, 11]': 0, '[12, 13]': 0, '[13, 12]': 0, '[13, 14]': 0, '[13, 19]': 1, '[14, 13]': 0, '[14, 15]': 0, '[14, 16]': 1, '[15, 10]': 0, '[15, 14]': 0, '[16, 14]': 1, '[16, 17]': 2, '[16, 18]': 1, '[17, 16]': 2, '[18, 16]': 1, '[19, 13]': 1, '[19, 20]': 2, '[19, 21]': 1, '[20, 19]': 2, '[21, 19]': 1, '[22, 9]': 1, '[22, 23]': 2, '[22, 24]': 1, '[23, 22]': 2, '[24, 22]': 1}",1
82,16,36,2.25,"{'atom_type_0': 12, 'atom_type_1': 2, 'atom_type_2': 2}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 1, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 1, '14': 2, '15': 2}","{'bond_type_0': 0, 'bond_type_1': 24, 'bond_type_2': 12}","{'[0, 1]': 1, '[0, 12]': 1, '[1, 0]': 1, '[1, 2]': 1, '[2, 1]': 1, '[2, 3]': 1, '[3, 2]': 1, '[3, 4]': 2, '[3, 11]': 1, '[4, 3]': 2, '[4, 5]': 1, '[5, 4]': 1, '[5, 6]': 2, '[5, 10]': 1, '[6, 5]': 2, '[6, 7]': 1, '[7, 6]': 1, '[7, 8]': 2, '[7, 13]': 1, '[8, 7]': 2, '[8, 9]': 1, '[9, 8]': 1, '[9, 10]': 2, '[10, 5]': 1, '[10, 9]': 2, '[10, 11]': 2, '[11, 3]': 1, '[11, 10]': 2, '[11, 12]': 1, '[12, 0]': 1, '[12, 11]': 1, '[13, 7]': 1, '[13, 14]': 2, '[13, 15]': 1, '[14, 13]': 2, '[15, 13]': 1}",1
83,11,22,2.0,"{'atom_type_0': 8, 'atom_type_1': 1, 'atom_type_2': 2}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 2, '10': 2}","{'bond_type_0': 12, 'bond_type_1': 6, 'bond_type_2': 4}","{'[0, 1]': 2, '[1, 0]': 2, '[1, 2]': 1, '[2, 1]': 1, '[2, 3]': 0, '[2, 7]': 0, '[3, 2]': 0, '[3, 4]': 0, '[4, 3]': 0, '[4, 5]': 0, '[5, 4]': 0, '[5, 6]': 0, '[5, 8]': 1, '[6, 5]': 0, '[6, 7]': 0, '[7, 2]': 0, '[7, 6]': 0, '[8, 5]': 1, '[8, 9]': 2, '[8, 10]': 1, '[9, 8]': 2, '[10, 8]': 1}",0
